id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
30154,Kamiusagi Rope (ONA),2013-07-15,airing,"Random ONAs of Kamiusagi Rope. Most are one-shot web collaborations or commercials, these shorts were not included in any DVD release of Kamiusagi Rope hence why they are bundled together for this entry rather than having their own independent entries. If a collaboration has multiple eps (eg. Tire Kan, au, Takarakuji, etc.) it will receive its own entry instead of being included here.",-1,16992.0,16055,230,37,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,150,g,[],247,NIL,NIL,2013.0,summer,54.0,0.0,22.0,65.0,89.0,230.0,0.6217,0.3783
35311,Kamiusagi Rope x TOHO Cinemas,2009-11-05,airing,Kamiusagi Rope and TOHO Cinemas collaboration episodes that were released online only.,-1,17004.0,15982,234,28,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,82,g,[],248,NIL,NIL,2009.0,fall,53.0,0.0,26.0,52.0,103.0,234.0,0.6667,0.3333
35312,Kamiusagi Rope x TOHO Cinemas (Movies),2014-01-11,airing,"Kamiusagi Rope episodes for TOHO Cinemas that aired between theater commercials. Most are collaborations or advertisements and they are not considered to be a part of the movie series (ie. Kamiusagi Rope, Kamiusagi Rope 2, Kamiusagi Rope 3) due to being advertisements as well as having an irregular releases.

Some were shown at all TOHO Cinemas (eg. Kashiwa was shown everywhere to advertise the new Kashiwa TOHO Cinemas opening the following month) while others were regional restricted (eg. Hissawwaza was shown only in TOHO Cinemas Shinjuku in honor of the theater's grand opening as well as being a collaboration with the Godzilla franchise and Tokyo Metro's new IC Touch campaign).

None of these episodes were released online at a later date nor included in any DVD release of Kamiusagi Rope.
",-1,17005.0,15951,237,26,white,movie,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,120,g,[],249,NIL,NIL,2014.0,winter,45.0,0.0,19.0,71.0,102.0,237.0,0.6203,0.3797
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,2012-11-16,airing,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.",-1,17008.0,11801,864,69,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,150,g,[],250,other,06:45,2012.0,fall,166.0,0.0,40.0,233.0,425.0,864.0,0.684,0.316
24977,Kana Kana Kazoku,2014-07-26,airing,An original anime series created in cooperation with Kanagawa Prefecture.,-1,17015.0,14931,308,46,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,original,120,g,"[{'id': 276, 'name': 'DLE'}]",251,NIL,NIL,2014.0,summer,72.0,1.0,27.0,75.0,133.0,308.0,0.6688,0.3312
38925,Kao Haru CMs,2018-12-28,airing,"Kao Japan is a chemical and cosmetics company. For their spring campaign to bring in the freshness and happiness of their customers, they have commissioned Yoshiharu Satou to create animated commercials.",-1,17029.0,16310,213,42,white,special,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}]",0,original,69,g,[],252,NIL,NIL,2018.0,fall,38.0,1.0,33.0,47.0,94.0,213.0,0.6244,0.3756
35695,Keito no Yousei: Knit to Wool,2015-08-24,airing,A stop-motion anime using knitted characters. Knit and Wool are yarn fairies who create a fun knitted play time at night.,-1,17083.0,16354,210,25,white,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,original,300,g,[],253,NIL,NIL,2015.0,summer,48.0,0.0,18.0,72.0,72.0,210.0,0.5714,0.4286
41100,Keshikko,2019-01-07,airing,"Keshikko is Kamio Japan's new character line. Based in a stationary world, these are animals that live in erasers (keshigomu).",-1,17124.0,18083,107,9,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 19, 'name': 'Music'}]",0,original,65,g,[],254,NIL,NIL,2019.0,winter,14.0,0.0,13.0,29.0,51.0,107.0,0.6075,0.3925
35694,Kirin the Noop,2014-02-06,airing,A shadow painting anime about a timid giraffe named Noop and his hedgehog companion named Harry as they travel their distant star world helping each other.,-1,17194.0,13604,451,94,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}]",0,original,300,g,[],255,NIL,NIL,2014.0,winter,121.0,0.0,41.0,149.0,140.0,451.0,0.5787,0.4213
38926,Koeda-chan,2018-11-16,2019,A new Koeda-chan franchise web anime based on the Takara Tomy toy line. This particular series takes place solely in Koeda-chan's world.,-1,17241.0,17783,129,16,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,other,316,g,[],256,NIL,NIL,2018.0,fall,22.0,0.0,15.0,43.0,49.0,129.0,0.5504,0.4496
38928,Koeda-chan CMs,2014-07-28,airing,Koeda-chan commercials. They are a mix of stop-motion shorts with mini stories like that of the Koeda-chan Ohanashi anime or entirely 2D animated like that of the 2018 Koeda-chan anime. ,-1,17242.0,17980,116,17,white,special,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,other,65,g,[],257,NIL,NIL,2014.0,summer,21.0,0.0,15.0,32.0,48.0,116.0,0.5948,0.4052
38927,Koeda-chan Ohanashi,2014-07-28,airing,A stop-motion series of Koeda-chan. This unique short uses the actual Koeda-chan toys themselves to convey the story.,-1,17243.0,18002,115,17,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,other,225,g,[],258,NIL,NIL,2014.0,summer,20.0,0.0,12.0,34.0,49.0,115.0,0.6,0.4
35696,Konigiri-kun,2015-02-20,airing,A stop-motion anime using bentou ingredients as the characters.,-1,17277.0,15729,253,32,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,300,g,[],259,NIL,NIL,2015.0,winter,48.0,0.0,21.0,73.0,111.0,253.0,0.6285,0.3715
50142,Konu to Tanoshii Otomodachi,2021-10-07,airing,Part of TV Tokyo's Kinder TV program.,-1,17291.0,18419,79,5,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,0,pg,[],260,NIL,NIL,2021.0,fall,12.0,0.0,3.0,32.0,32.0,79.0,0.557,0.443
23733,KoSys! Kochira Keihime Tetsudou: Kouhou System-ka,2014-04-09,airing,Comedy anime about the staff of Keihime Railway Company.,-1,17300.0,14388,354,39,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,unknown,1200,pg_13,[],261,NIL,NIL,2014.0,spring,72.0,0.0,27.0,40.0,214.0,353.0,0.8102,0.1898
50930,Kumichou Musume to Sewagakari Picture Drama,2022-01-28,airing,Introductory Picture Drama episodes released online prior to the TV anime debut.,-1,17356.0,13447,474,23,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,manga,120,pg_13,[],262,NIL,NIL,2022.0,winter,96.0,0.0,23.0,16.0,339.0,474.0,0.9177,0.0823
35621,Line Rangers,2014-07-24,airing,"Line Rangers follows the Line characters as super heroes who battle enemies. The various ""story movies"" of the web anime are meant to promote the Line Rangers RPG game app.",-1,17477.0,16138,224,28,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}]",0,game,239,g,[],263,NIL,NIL,2014.0,summer,46.0,0.0,15.0,63.0,100.0,224.0,0.6518,0.3482
29421,Liv & Bell,2013-02-15,airing,"A stop-motion animation about Liv, a curious little girl and Bell, a gluttonous hedgehog. Together they go on an adventure in a picture book. ",-1,17493.0,15755,251,32,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 15, 'name': 'Kids'}]",0,unknown,300,g,[],264,NIL,NIL,2013.0,winter,63.0,0.0,17.0,78.0,93.0,251.0,0.6215,0.3785
50544,Long She Yanyi,2022-01-28,airing,no_synopsis,-1,17497.0,17669,136,32,gray,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 17, 'name': 'Martial Arts'}]",0,web_novel,1200,pg_13,[],265,NIL,NIL,2022.0,winter,76.0,0.0,4.0,16.0,41.0,137.0,0.854,0.146
38776,Manul no Yuube,2018-11-11,airing,"Within the nature ""Darwin Kita! Kikimono Shin Densetsu"" program on NHK1.5 airs the short Manul no Yuube, based on a web manga/comic of the same name. It following animal characters who visit the bar Manul no Yuube. The bar is run by the Mama who is a Pallas's cat (Otocolobus manul) and serviced by the hostess Tsunomin who is a Brazilian treehopper (Bocydium globulare).",-1,17617.0,14326,360,42,white,tv,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}]",0,web_manga,60,pg_13,[],266,sunday,NIL,2018.0,fall,61.0,0.0,21.0,152.0,126.0,360.0,0.5194,0.4806
51000,Mao Zhi Ming Specials,2022-02-10,airing,Special episodes of Mao Zhi Ming.,-1,17624.0,16047,231,27,white,special,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,manga,180,g,[],267,NIL,NIL,2022.0,winter,74.0,0.0,13.0,11.0,133.0,231.0,0.8961,0.1039
35349,Marumofubiyori,2017-04-03,airing,"Marumofubiyori is a Sanrio universe line introduced in Tokyo's Shinjuku Ward on February 6, 2017. Now with an anime adaptation we see a white bear in a blanket known as Mop and his friends.

(Source: Sanrio Wiki)
",-1,17635.0,15044,299,50,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,120,g,[],268,NIL,NIL,2017.0,spring,65.0,0.0,31.0,51.0,152.0,299.0,0.7258,0.2742
42164,Mashin Mukashi Banashi Gekijou,2020-06-07,airing,"A web-exclusive animated short series released on Toei Tokusatsu YouTube Official.

The anime features the deformed versions of Mashin, the vehicular partners of the Kiramager team, reenacting classic folk tales.",-1,17640.0,18503,71,4,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}]",0,other,0,g,"[{'id': 18, 'name': 'Toei Animation'}]",269,NIL,NIL,2020.0,spring,7.0,0.0,8.0,22.0,34.0,71.0,0.5775,0.4225
50488,Garden: Takamine-ke no Nirinka - The Animation,2022-02-25,airing,no_synopsis,7.66,-1,9326,2280,601,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,manga,1200,rx,"[{'id': 541, 'name': 'Seven'}]",270,NIL,NIL,2022.0,winter,993.0,2.0,286.0,73.0,928.0,2282.0,0.8427,0.1573
50161,Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai,2021-12-24,airing,no_synopsis,7.2,-1,8075,3726,1157,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,light_novel,1200,rx,"[{'id': 1093, 'name': 'BreakBottle'}]",271,NIL,NIL,2021.0,fall,1826.0,3.0,530.0,168.0,1198.0,3725.0,0.8126,0.1874
40658,** Kouhai,2020-01-31,2022-05-27,"A special governmental program has been introduced to counteract the declining birth rates of demi-human races suffering due to a lack of male members. Through a so-called ""assistance system,"" randomly selected humans are required to mate with designated partners—be it elves, sirens, or even dragons.

Iris Thea Eaderlindt, an elven princess known for her open-mindedness and friendly attitude towards humans, is transferred to the Ark Metropolitan Academy. Coincidentally, her new teacher has been selected as her mating partner. Anxious yet determined to fulfill her duty of securing the future of her race, she starts partaking in sexual activities with him. To her surprise, Iris discovers that her partner's ancestors were orcs, well known for their extraordinary sexual prowess.

As more demi-human students join the class and find out about their teacher's ""side job,"" it becomes increasingly difficult for Iris to keep her partner's attention solely on her.

[Written by MAL Rewrite]",7.19,-1,6109,7640,3215,gray,ova,currently_airing,"[{'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 35, 'name': 'Harem'}, {'id': 12, 'name': 'Hentai'}]",6,manga,990,rx,"[{'id': 767, 'name': 'Majin'}]",272,NIL,NIL,2020.0,winter,4470.0,2.0,903.0,403.0,1863.0,7641.0,0.8291,0.1709
49944,Shishunki no Obenkyou,2021-12-17,airing,no_synopsis,7.16,-1,8848,2759,808,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,manga,1200,rx,"[{'id': 1203, 'name': 'Studio 1st'}]",273,NIL,NIL,2021.0,fall,1274.0,2.0,457.0,131.0,894.0,2758.0,0.7868,0.2132
48651,Sakusei Byoutou The Animation,2021-04-30,airing,"An ordinary boy Yamada, is hospitalized with a fracture of both hands. He was also diagnosed with a certain ""chronic disease"" associated with pain in the testicles. To relieve the pain, he must ejaculate at least once every three hours. A nurse Tachibana is tasked to relieve Yamada from his pain whenever he desires.",7.1,-1,7497,4596,1894,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,manga,1800,rx,"[{'id': 541, 'name': 'Seven'}]",274,NIL,NIL,2021.0,spring,2611.0,1.0,750.0,245.0,989.0,4596.0,0.7835,0.2165
41236,Chiisana Tsubomi no Sono Oku ni...,2020-04-24,airing,"A beautiful young girl, small and innocent, hiding behind her single mother. She is a career women with no boyfriend and a straight-forward outlook on life. They have a neighbor who is quite...obvious with his sexual escapades.. She asks him to stop having such loud and obnoxious sex but can't help herself from finding out how good he is for herself.. 

(Source: hanime)",6.94,-1,6627,6217,2288,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,original,1515,rx,"[{'id': 2014, 'name': 'Nur'}]",275,NIL,NIL,2020.0,spring,3212.0,3.0,1041.0,344.0,1617.0,6217.0,0.7772,0.2228
49335,Torokase Orgasm The Animation,2021-09-24,airing,no_synopsis,6.88,-1,8690,2929,1175,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",2,manga,1680,rx,[],276,NIL,NIL,2021.0,summer,1711.0,1.0,493.0,154.0,569.0,2928.0,0.779,0.221
40022,Onii-chan Asa made Zutto Gyutte Shite!,2020-03-06,airing,no_synopsis,6.79,-1,6718,6015,2113,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,visual_novel,960,rx,"[{'id': 1203, 'name': 'Studio 1st'}]",277,NIL,NIL,2020.0,winter,2899.0,2.0,1033.0,401.0,1678.0,6013.0,0.7615,0.2385
48422,Kazoku: Haha to Shimai no Kyousei,2021-05-28,airing,no_synopsis,6.78,-1,7778,4151,1343,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,visual_novel,1200,rx,"[{'id': 365, 'name': 'PoRO'}]",278,NIL,NIL,2021.0,spring,2061.0,4.0,658.0,267.0,1162.0,4152.0,0.7772,0.2228
49222,Succubus Appli: Gakuen Sai*,2021-07-30,airing,"The plot begins when the protagonist notices that a very strange application is installed on his phone, apparently he can hypnotize whoever he wants by just taking a photo, so he decides to check with one of his classmates if the application works...

(Source: BestWallpapersYT)
",6.55,-1,8207,3535,1134,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,manga,1800,rx,[],279,NIL,NIL,2021.0,summer,1804.0,5.0,548.0,217.0,961.0,3535.0,0.7836,0.2164
39365,Ero Konbini Tenchou,2019-02-22,airing,no_synopsis,6.39,-1,7874,4018,1218,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,visual_novel,1080,rx,"[{'id': 365, 'name': 'PoRO'}]",280,NIL,NIL,2019.0,winter,1916.0,3.0,678.0,239.0,1182.0,4018.0,0.7718,0.2282
51088,Eroriman,2022-02-25,airing,"A middle-aged, single man uses a dating site to satisfy his desires, especially with high schoolers, but what he didn't expect is that one of the girls would be his niece.",6.3,-1,12453,685,200,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,game,1200,rx,"[{'id': 365, 'name': 'PoRO'}]",281,NIL,NIL,2022.0,winter,338.0,0.0,136.0,39.0,173.0,686.0,0.7449,0.2551
50051,Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu,2022-03-11,airing,no_synopsis,6.28,-1,11048,1171,173,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,manga,1200,rx,"[{'id': 1107, 'name': 'Rabbit Gate'}]",282,NIL,NIL,2022.0,winter,304.0,1.0,120.0,32.0,714.0,1171.0,0.8702,0.1298
49987,Papa Katsu!,2021-12-24,airing,no_synopsis,6.25,-1,9915,1833,525,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,original,1200,rx,"[{'id': 2014, 'name': 'Nur'}]",283,NIL,NIL,2021.0,fall,854.0,1.0,310.0,94.0,574.0,1833.0,0.7796,0.2204
39794,Soshite Watashi wa Ojisan ni...,2019-07-26,airing,"Sakura and Nanami are two very close friends reaching the point of looking like sisters. One day, Nanami decides to go ahead to Sakura's house after she stayed to finish a school assignment. Upon arrival, he discovers the dark secret of Sakura's father...

(Source: Hentai-ID)",6.25,-1,7904,3972,1296,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,original,1260,rx,"[{'id': 2014, 'name': 'Nur'}]",284,NIL,NIL,2019.0,summer,1956.0,2.0,675.0,314.0,1025.0,3972.0,0.751,0.249
38817,Takarasagashi no Natsuyasumi,2014-02-01,airing,"The story takes place in rural Japan, during a idyllic summer. The innocence of youth… informed by a depraved modern world.

(Source: AniDB)",6.25,-1,11695,899,317,gray,ona,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,original,2950,rx,[],285,NIL,NIL,2014.0,winter,478.0,0.0,118.0,54.0,249.0,899.0,0.8087,0.1913
50434,Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai,2022-01-28,airing,no_synopsis,6.2,-1,10628,1374,338,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,visual_novel,1200,rx,"[{'id': 365, 'name': 'PoRO'}]",286,NIL,NIL,2022.0,winter,539.0,0.0,189.0,70.0,576.0,1374.0,0.8115,0.1885
50156,Himitsu no Kichi,2022-02-04,airing,no_synopsis,6.18,-1,10209,1654,395,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",2,manga,1200,rx,[],287,NIL,NIL,2022.0,winter,650.0,6.0,192.0,68.0,739.0,1655.0,0.8429,0.1571
50487,Kimi wa Yasashiku Netorareru The Animation,2022-02-25,airing,no_synopsis,6.13,-1,10503,1450,320,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,manga,1200,rx,"[{'id': 541, 'name': 'Seven'}]",288,NIL,NIL,2022.0,winter,520.0,0.0,184.0,59.0,687.0,1450.0,0.8324,0.1676
49329,Soshite Watashi wa Sensei ni...,2021-09-24,airing,"Once a bubbly and beloved girl at her school, after the divorce of her parents she started to become more of a delinquent...

(Source: Hanime)",6.11,-1,9572,2082,583,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,original,1200,rx,"[{'id': 2014, 'name': 'Nur'}]",289,NIL,NIL,2021.0,summer,997.0,1.0,366.0,116.0,602.0,2082.0,0.7685,0.2315
49353,Usamimi Bouken-tan: Sekuhara Shinagara Sekai wo Sukue,2021-08-27,airing,no_synopsis,6.11,-1,9683,1995,649,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,other,1200,rx,"[{'id': 767, 'name': 'Majin'}]",290,NIL,NIL,2021.0,summer,1041.0,0.0,363.0,110.0,481.0,1995.0,0.7629,0.2371
50435,Sei Dorei Gakuen 2,2022-02-11,airing,no_synopsis,6.05,-1,11148,1120,266,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",2,visual_novel,1200,rx,"[{'id': 1463, 'name': 'Anime Antenna Iinkai'}]",291,NIL,NIL,2022.0,winter,444.0,0.0,152.0,55.0,469.0,1120.0,0.8152,0.1848
42383,Konbini Shoujo Z,2021-12-24,airing,no_synopsis,5.93,-1,10040,1753,464,gray,ova,currently_airing,"[{'id': 12, 'name': 'Hentai'}]",0,visual_novel,1800,rx,"[{'id': 274, 'name': 'Suzuki Mirano'}]",292,NIL,NIL,2021.0,fall,713.0,0.0,221.0,87.0,732.0,1753.0,0.8243,0.1757
